	Portugues	Українська	日本語	한국어	简体中文	繁體中文	UI language name
4513	O valor de mercado pode diferir dos ativos. O mercado valoriza lucros futuros, marca e confianca.	Капіталізація може сильно відрізнятися від активів. Ринок враховує майбутні прибутки, бренд і довіру інвесторів.	時価総額は資産と大きく異なる場合があります。市場は将来の利益やブランド、信頼を評価します。	시가총액은 자산과 크게 다를 수 있습니다. 시장은 미래 수익, 브랜드, 신뢰를 반영합니다.	公司市值可能与资产价值不同。市场更看重的是未来的利润、品牌价值和信誉。	公司市值可能與資產價值不同。市場更看重的是未來的利潤、品牌價值和信譽。	UI
4514	Acima dos ativos → o mercado acredita.	Вище активів → ринок вірить.	資産より高い → 市場が信頼。	자산보다 높음 → 시장이 신뢰.	市值高于资产 → 市场看好其未来。	市值高於資產 → 市場看好其未來。	UI
4515	Abaixo dos ativos → o mercado subestima.	Нижче активів → ринок недооцінює.	資産より低い → 市場が過小評価。	자산보다 낮음 → 시장이 저평가.	市值低于资产 → 市场低估其价值。	市值低於資產 → 市場低估其價值。	UI
4516	Custo das acoes vendidas	Собівартість проданих акцій	売却株の取得原価	매도 주식의 취득원가	已售股票成本	已售股票成本	UI
4517	Subtrai o Custo das Acoes Vendidas ({global.sobivartist}), usando o preco medio de compra, assim voce paga imposto apenas sobre o lucro.	Вираховується собівартість проданих акцій ({global.sobivartist}) за середньою ціною купівлі, тож податок сплачується лише з прибутку.	平均購入価格に基づいて売却株の取得原価 ({global.sobivartist}) が差し引かれるため、課税されるのは利益のみです。	평균 매입가를 기준으로 매도 주식의 취득원가 ({global.sobivartist}) 가 차감되므로, 세금은 이익에 대해서만 부과됩니다.	系统会减去基于平均买入价计算的“已售股票成本”({global.sobivartist})，因此您只需为盈利部分缴税。	系統會減去基於平均買入價計算的「已售股票成本」({global.sobivartist})，因此您只需為盈利部分繳稅。	UI
4518	Alavancagem Amigavel	Дружнє плече	フレンドリー・レバレッジ	프렌들리 레버리지	友谊的杠杆	友誼的槓桿	UI
4519	Influencie seu investimento <need> vezes com a ajuda de seus amigos.	Вплиньте на свою інвестицію <need> разів за допомогою друзів.	友人の助けを借りて投資に<need>回影響を与えよう。	친구들의 도움으로 투자에 <need>번 영향을 주십시오.	在朋友的帮助下，成功影响投资决策 <need> 次。	在朋友的幫助下，成功影響投資決策 <need> 次。	UI
4520	Parece que <global.namemycomp> tinha mais funcionarios do que realmente precisavamos. Organizei as coisas de modo que nossos melhores permanecam, enquanto apenas os menos promissores estao saindo.	Схоже, що у <global.namemycomp> було більше працівників, ніж нам насправді потрібно. Я все владнала - залишилися наші найкращі співробітники, а менш перспективні пішли.	<global.namemycomp>は実際必要以上に人員を抱えていたようだ。優秀な人材は残留させ、将来性の低い者だけを手放すよう手配した。	<global.namemycomp>에는 실제로 필요한 인원보다 더 많은 직원이 있었던 것 같습니다. 저는 유망한 인재들은 남기고, 그렇지 않은 직원들만 떠나도록 조치를 취했습니다.	看来 <global.namemycomp> 的员工人数超出了实际需求。我已经做好了安排，让最优秀的人才留下，只有那些潜力不足的员工会被调离。	看來 <global.namemycomp> 的員工人數超出了實際需求。我已經做好了安排，讓最優秀的人才留下，只有那些潛力不足的員工會被調離。	Amy
4521	Valor da oferta	"Розмір пропозиції "	提示金額	제안 금액	报价金额	報價金額	UI (the amount offered by the player)
4522	Relacoes com o conselho	Відносини з правлінням	取締役会との関係	이사회 관계	董事会关系	董事會關係	UI (level of trust with the board of directors)
4523	Perto da falencia	На межі банкрутства	破綻寸前	파산 직전 상태	濒临破产	瀕臨破產	UI (Check if the company is currently in a bad situation)
4524	Demanda dos investidores	Попит інвесторів	投資家の要求	투자자 요구	投资者需求	投資者需求	UI (How attractive the company currently looks to investors)
4525	Lucros recentes	Нещодавні прибутки	直近の収益	최근 실적	近期收益	近期收益	UI - What is the company's latest income level (not a specific figure, just an indication of whether it is good or bad).
4526	Sua participacao na empresa	Ваша частка в компанії	会社の持分比率	회사 지분	您的持股	您的持股	UI
4527	Sua reputacao na empresa	Ваша репутація в компанії	会社内での評価	회사 내 평판	您在公司的声誉	您在公司的聲譽	UI
4528	Fusao	Злиття	合併	합병	合并	合併	UI
4529	Aquisicao total	Повний викуп	完全買収	완전 인수	全资收购	全資收購	UI
4530	Apenas os acionistas-chave recebem pagamento. Os demais ganham novas acoes, causando diluicao. Mais barato, mas sua participacao pode diminuir.	Виплати отримують тільки основні акціонери. Інші отримують нові акції, що призводить до розмивання капіталу. Це дешевше, але ваша частка власності може зменшитися.	主要株主のみ現金支払い。その他は新株交付で希薄化。費用は安いものの持分比率が低下する可能性あり。	주요 주주만 현금 지급. 나머지는 신주로 지급되어 지분 희석 발생. 비용은 적지만 소유 지분 축소 가능성 있음.	仅向主要股东支付现金，其他股东将获得新公司的股份，但这会导致股权稀释。此方案成本较低，但您的持股比例可能会下降。	僅向主要股東支付現金，其他股東將獲得新公司的股份，但這會導致股權稀釋。此方案成本較低，但您的持股比例可能會下降。	UI (description for Merger)
4531	Todos os acionistas recebem em dinheiro. Caro, mas nao ha diluicao de suas acoes.	Всі акціонери отримують виплати готівкою. Дорого, але без розмивання ваших акцій.	全株主が現金で支払いを受ける。費用は高いが、持分の希薄化は発生しない。	모든 주주에게 현금 지급. 비용은 높지만 지분 희석 없음.	向所有股东支付现金。此方案成本高昂，但不会稀释您的股权。	向所有股東支付現金。此方案成本高昂，但不會稀釋您的股權。	UI (description for Full buyout)
4532	Diferenca de tamanho da empresa	Різниця в розмірі	企業規模の差	기업 규모 차이	公司规模差距	公司規模差距	UI
4533	Ofertas mais altas aumentam a chance de sucesso.	Більша кількість грошей збільшує шанси.	提示額が高いほど成功確率が上がる。	제안 금액이 높을수록 성공 확률 상승.	报价越高，成功率越大。	報價越高，成功率越大。	UI (description for Offer amount)
